! File name: A_nidulans_FGSC_A4_version_s10-m04-r08_chromosomal_feature.tab
! Organism: Aspergillus nidulans FGSC A4
! Genome version: s10-m04-r08
! Date created: Sun May  6 07:11:07 2018
! Created by: The Aspergillus Genome Database (http://www.aspergillusgenome.org/)
! Contact Email: aspergillus-curator AT lists DOT stanford DOT edu
! Funding: NIAID at US NIH, grant number R01-AI077599-01
!
AN0018		ANIA_00018|ANID_00018	pseudogene	ChrVIII_A_nidulans_FGSC_A4	4848316	4846514	C	ASPL0000082096		Possible pseudogene	2009-11-13	2009-11-13				N	
AN0019		ANIA_00019|ANID_00019	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4845381	4843902	C	ASPL0000059105		Protein of unknown function	2009-03-03	2009-03-03				N	
AN0020		ANIA_00020|ANID_00020	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4841991	4842598	W	ASPL0000054235		Ortholog of A. fumigatus Af293 : Afu2g00190, A. niger CBS 513.88 : An15g07480, Aspergillus versicolor : Aspve1_0365574, Aspergillus niger ATCC 1015 : 40853-mRNA and Aspergillus zonatus : Aspzo1_0077270	2009-03-03	2009-03-03				N	
AN0021		ANIA_00021|ANID_00021	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4840539	4839820	C	ASPL0000057378		Ortholog of A. fumigatus Af293 : Afu3g00630, A. niger CBS 513.88 : An01g07950, An14g07300, An01g11330, An06g02140 and A. oryzae RIB40 : AO090010000178, AO090026000311, AO090003000892	2009-03-03	2009-03-03				N	
AN0022	aglA	ANIA_00022|ANID_00022	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4838574	4837519	C	ASPL0000060555		Putative alpha-1,4-galactosidase	2009-03-03	2009-03-03				N	
AN0023		ANIA_00023|ANID_00023	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4834545	4835927	W	ASPL0000052294		Has domain(s) with predicted oxidoreductase activity and role in metabolic process	2009-03-03	2009-03-03				N	
AN0024		ANIA_00024|ANID_00024	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4831870	4833284	W	ASPL0000055331		Has domain(s) with predicted oxidoreductase activity, zinc ion binding activity and role in oxidation-reduction process	2009-03-03	2009-03-03				N	
AN0025		ANIA_00025|ANID_00025	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4829757	4831697	W	ASPL0000058538		Ortholog of A. nidulans FGSC A4 : AN5400, AN9282, AN7063, AN7804/stcW, AN8757, A. fumigatus Af293 : Afu6g03020, Afu6g13790 and A. niger CBS 513.88 : An08g09190, An03g06480, An11g08030, An13g01810, An12g07380	2009-03-03	2009-03-03				N	
AN0026		ANIA_00026|ANID_00026	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4829243	4827068	C	ASPL0000061715		Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	2009-03-03	2009-03-03				N	
AN0027		ANIA_00027|ANID_00027	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4825303	4827007	W	ASPL0000053377		Ortholog of A. nidulans FGSC A4 : AN12088, A. fumigatus Af293 : Afu2g09400, A. niger CBS 513.88 : An12g05000 and A. oryzae RIB40 : AO090011000294, AO090026000051, AO090011000747, AO090011000330	2009-03-03	2009-03-03				N	
AN0028		ANIA_00028|ANID_00028	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4823700	4824915	W	ASPL0000056448		Has domain(s) with predicted hydrolase activity	2009-03-03	2009-03-03				N	
AN0029		ANIA_00029|ANID_00029	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4823218	4821465	C	ASPL0000059623		Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	2009-03-03	2009-03-03				N	
AN0030		ANIA_00030|ANID_00030	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4815730	4814162	C	ASPL0000054801		Has domain(s) with predicted hydrolase activity	2009-03-03	2010-05-24				N	
AN0031		ANIA_00031|ANID_00031	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4813933	4812356	C	ASPL0000057977		Protein of unknown function	2009-03-03	2009-03-03				N	
AN0032		ANIA_00032|ANID_00032	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4811392	4811990	W	ASPL0000061104		Ortholog of A. nidulans FGSC A4 : AN2556, A. niger CBS 513.88 : An11g09050, A. oryzae RIB40 : AO090010000754 and Neosartorya fischeri NRRL 181 : NFIA_113020	2009-03-03	2009-03-03				N	
AN0033		ANIA_00033|ANID_00033	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4811081	4809845	C	ASPL0000052846		Ortholog of A. nidulans FGSC A4 : AN10483, AN2809, AN2115, AN12460, A. fumigatus Af293 : Afu2g00940, Afu2g16560, Afu3g15340, Afu7g00460, Afu7g06360 and A. niger CBS 513.88 : An14g02830, An16g00830	2009-03-03	2010-05-24				N	
AN0034		ANIA_00034|ANID_00034	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4806823	4808836	W	ASPL0000055883		Putative glycerone kinase with a predicted role in glycerol metabolism; transcript upregulated by growth in glycerol	2009-03-03	2009-03-03				N	
AN0035		ANIA_00035|ANID_00035	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4803600	4801809	C	ASPL0000059083		Protein of unknown function	2009-03-03	2009-03-03				N	
AN0036		ANIA_00036|ANID_00036	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4801219	4800069	C	ASPL0000062279		Has domain(s) with predicted oxidoreductase activity	2009-03-03	2009-03-03				N	
AN0038	atmA	ANIA_00038|ANID_00038	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4790977	4781835	C	ASPL0000056982		Putative 1-phosphatidylinositol-3-kinase; involved in DNA damage response; mutants display defects in cell polarity and in microtubule organization at the hyphal tip; mutants are camptothecin sensitive; reduced growth on AVICEL medium	2009-03-03	2009-03-03				N	
AN0039		ANIA_00039|ANID_00039	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4781285	4779625	C	ASPL0000060165		Ortholog of S. cerevisiae : YNL011C, A. fumigatus Af293 : Afu5g12650, A. niger CBS 513.88 : An14g06550, A. oryzae RIB40 : AO090120000392 and Aspergillus wentii : Aspwe1_0131485	2009-03-03	2009-03-03				N	YNL011C
AN0040		ANIA_00040|ANID_00040	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4775776	4779226	W	ASPL0000055321		Ortholog(s) have 3'-5' exonuclease activity, DNA-directed DNA polymerase activity, role in mitochondrial DNA replication and mitochondrion localization	2009-03-03	2009-03-03				N	MIP1
AN0041		ANIA_00041|ANID_00041	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4774603	4774332	C	ASPL0000058530		Protein of unknown function	2009-03-03	2009-03-03				N	
AN0042		ANIA_00042|ANID_00042	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4773936	4772054	C	ASPL0000061685		Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization	2009-03-03	2009-03-03				N	
AN0043		ANIA_00043|ANID_00043	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4770360	4771612	W	ASPL0000053369		Has domain(s) with predicted transferase activity and role in biosynthetic process	2009-03-03	2012-08-30				N	
AN0044		ANIA_00044|ANID_00044	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4770007	4766399	C	ASPL0000056426		Ortholog(s) have ubiquitin protein ligase activity, role in nucleotide-excision repair, postreplication repair, protein ubiquitination and site of double-strand break localization	2009-03-03	2009-03-03				N	
AN0045		ANIA_00045|ANID_00045	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4764837	4766147	W	ASPL0000059607		Transcript induced by light in in developmentally competent mycelia	2009-03-03	2012-08-30				N	
AN0046		ANIA_00046|ANID_00046	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4762495	4764355	W	ASPL0000062762		Putative histidyl-tRNA synthetase with a predicted role in tRNA aminoacylation; intracellular, menadione stress-induced protein; expression reduced after exposure to farnesol	2009-03-03	2009-03-03				N	
AN0048		ANIA_00048|ANID_00048	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4758327	4755904	C	ASPL0000057596		Ortholog of A. fumigatus Af293 : Afu5g12560, A. niger CBS 513.88 : An14g06630, A. oryzae RIB40 : AO090120000382, Aspergillus wentii : Aspwe1_0026710 and Aspergillus sydowii : Aspsy1_0097984	2009-03-03	2009-03-03				N	
AN0049		ANIA_00049|ANID_00049	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4754477	4755478	W	ASPL0000060737		Ortholog(s) have N-acetylglucosaminylphosphatidylinositol deacetylase activity	2009-03-03	2009-03-03				N	GPI12
AN0050		ANIA_00050|ANID_00050	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4748991	4750182	W	ASPL0000055875		Putative picolinic acid decarboxylase with a predicted role in aromatic amino acid family biosynthesis	2009-03-03	2009-03-03				N	
AN0051		ANIA_00051|ANID_00051	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4748510	4747393	C	ASPL0000059067		Putative dioxygenase	2009-03-03	2009-03-03				N	
AN0052		ANIA_00052|ANID_00052	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4746285	4747258	W	ASPL0000062265		Has domain(s) with predicted oxidoreductase activity and role in metabolic process	2009-03-03	2009-03-03				N	
AN0053		ANIA_00053|ANID_00053	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4745847	4744984	C	ASPL0000053868		Ortholog of A. fumigatus Af293 : Afu5g12500, A. oryzae RIB40 : AO090120000375, Aspergillus wentii : Aspwe1_0170789, Aspergillus sydowii : Aspsy1_0144467 and Aspergillus terreus NIH2624 : ATET_02022	2009-03-03	2009-03-03				N	
AN0054		ANIA_00054|ANID_00054|afeA	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4739985	4741971	W	ASPL0000056964		Putative adenylate-forming enzyme	2009-03-03	2010-05-24				N	
AN0055	tmpA	ANIA_00055|ANID_00055	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4737707	4736247	C	ASPL0000060156		Transmembrane protein involved in regulation of conidium development; required for expression of brlA; predicted oxidoreductase with FAD-binding and haem-binding domains	2009-03-03	2009-03-03				N	
AN0056		artA|ANIA_00056|ANID_00056	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4733844	4735409	W	ASPL0000051993		Arrestin-like protein; involved in UapA ubiquitination, endocytosis and vacuolar turnover; HulA-dependent ubiquitination at Lys-343 is critical for function	2009-03-03	2009-03-03				N	LDB19
AN0057		ANIA_00057|ANID_00057	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4729433	4728143	C	ASPL0000054952		Has domain(s) with predicted ATP binding, aminoacyl-tRNA ligase activity, tyrosine-tRNA ligase activity, role in tRNA aminoacylation for protein translation, tyrosyl-tRNA aminoacylation and cytoplasm localization	2009-03-03	2009-03-03				N	
AN0058		ANIA_00058|ANID_00058	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4726362	4727612	W	ASPL0000058168		Has domain(s) with predicted catalytic activity and role in metabolic process	2009-03-03	2009-03-03				N	
AN0059		ANIA_00059|ANID_00059	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4725651	4724344	C	ASPL0000061326		Ortholog(s) have spliceosomal complex localization	2009-03-03	2009-03-03				N	
AN0061		ANIA_00061|ANID_00061	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4719568	4718745	C	ASPL0000059593		Ortholog of S. cerevisiae : YLR326W, A. fumigatus Af293 : Afu5g12410, A. oryzae RIB40 : AO090120000361, Aspergillus wentii : Aspwe1_0026696 and Aspergillus sydowii : Aspsy1_0103462	2009-03-03	2009-03-03				N	YLR326W
AN0062		ANIA_00062|ANID_00062	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4717664	4718641	W	ASPL0000062742		Ortholog(s) have role in invasive growth in response to glucose limitation, protein urmylation, pseudohyphal growth, tRNA wobble position uridine thiolation and cytosolic tRNA wobble base thiouridylase complex localization	2009-03-03	2012-08-30				N	NCS2
AN0063		ANIA_00063|ANID_00063	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4717107	4715203	C	ASPL0000054415		Has domain(s) with predicted integral component of membrane localization	2009-03-03	2009-03-03				N	PTM1
AN0064		ANIA_00064|ANID_00064	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4714721	4713118	C	ASPL0000057575		Ortholog of A. fumigatus Af293 : Afu5g12380, A. niger CBS 513.88 : An14g06840, A. oryzae RIB40 : AO090120000356, Aspergillus wentii : Aspwe1_0447672 and Aspergillus sydowii : Aspsy1_0101454	2009-03-03	2010-05-24				N	
AN0065		ANIA_00065|ANID_00065	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4711664	4712857	W	ASPL0000060719		Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity	2009-03-03	2009-03-03				N	SWD2
AN0066		ANIA_00066|ANID_00066	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4711172	4709951	C	ASPL0000052497		Ortholog(s) have isopropylmalate transmembrane transporter activity, malonate(1-) transmembrane transporter activity, oxaloacetate transmembrane transporter activity, sulfate transmembrane transporter activity	2009-03-03	2009-03-03				N	OAC1
AN0067		ANIA_00067|ANID_00067|rnrA	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4708741	4707301	C	ASPL0000055511		Putative ribonucleotide reductase small subunit; transcript upregulated in response to camptothecin	2009-03-03	2009-03-03				N	RNR2
AN0068		ANIA_00068|ANID_00068	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4706331	4706889	W	ASPL0000058711		Has domain(s) with predicted 7S RNA binding activity, role in SRP-dependent cotranslational protein targeting to membrane, negative regulation of translational elongation and signal recognition particle localization	2009-03-03	2009-03-03				N	
AN0069	srgL	ANIA_00069|ANID_00069	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4702502	4705778	W	ASPL0000061877		Putative protein transport protein	2009-03-03	2009-03-03				N	
AN0070	uaW	ANIA_00070|ANID_00070	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4701324	4701980	W	ASPL0000056944		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase; involved in purine utilization; inducible by uric acid and repressible by ammonium; under the control of the UaY protein	2009-03-03	2010-05-24				N	
AN0071		ANIA_00071|ANID_00071	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4700265	4696733	C	ASPL0000060130		Ortholog of A. fumigatus Af293 : Afu5g12320, A. niger CBS 513.88 : An01g02090, A. oryzae RIB40 : AO090120000349, Aspergillus wentii : Aspwe1_0026685 and Aspergillus sydowii : Aspsy1_0027598	2009-03-03	2009-03-03				N	
AN0072		ANIA_00072|ANID_00072	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4695100	4696366	W	ASPL0000051985		Putative pseudouridine synthase with a predicted role in pyrimidine metabolism	2009-03-03	2012-08-30				N	PUS4
AN0073		ANIA_00073|ANID_00073	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4694788	4692906	C	ASPL0000054940		Ortholog of A. fumigatus Af293 : Afu5g12302, A. niger CBS 513.88 : An01g02110, A. oryzae RIB40 : AO090120000347, Aspergillus wentii : Aspwe1_0170763 and Aspergillus sydowii : Aspsy1_0195064	2009-03-03	2009-03-03				N	
AN0074		ANIA_00074|ANID_00074	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4691013	4692259	W	ASPL0000058158		Ortholog(s) have role in nuclear division, rRNA processing, ribosomal large subunit biogenesis and mitotic spindle pole body, nuclear periphery, nucleolus, preribosome, large subunit precursor localization	2009-03-03	2009-03-03				N	EBP2
AN0075	tigA	ANIA_00075|ANID_00075	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4688907	4690067	W	ASPL0000061308		Putative protein disulfide isomerase	2009-03-03	2009-03-03				N	
AN0076		ANIA_00076|ANID_00076	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4685814	4688451	W	ASPL0000053023		Ortholog(s) have role in cellular response to DNA damage stimulus, interspecies interaction between organisms and P-body, cytoplasmic stress granule, nuclear periphery, polysome localization	2009-03-03	2009-03-03				N	MKT1
AN0077		ANIA_00077|ANID_00077	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4685309	4683921	C	ASPL0000056034		Has domain(s) with predicted oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors activity	2009-03-03	2009-03-03				N	
AN0078	samB	ANIA_00078|ANID_00078	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4681462	4683234	W	ASPL0000059242		MYND zinc-finger protein; mutation causes polarity defects, abnormal hyphal branching and septation, abnormal germling morphology; mutation suppresses aconidial phenotype of apsA mutant; C-terminal zinc-fingers required for function	2009-03-03	2009-03-03				N	
AN0080		ANIA_00080|ANID_00080	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4673873	4673091	C	ASPL0000057555		Putative aldolase with a predicted role in naphthalene degradation	2009-03-03	2010-05-24				N	
AN0081	sfaD	ANIA_00081|ANID_00081	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4671328	4669986	C	ASPL0000060687		Beta subunit of a heterotrimeric G protein composed of FadA, SfaD, GpgA and involved in regulation of proliferation and conidiophore development; mutant produces increased amounts of extracellular proteinase during carbon starvation	2009-03-03	2013-01-24				N	STE4
AN0082	phnA	ANIA_00082|ANID_00082	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4668611	4667579	C	ASPL0000052467		Phosducin-like protein; positive regulator of G-beta (SfaD) and G-gamma (GpgA) activity; suppressor of flbA	2009-03-03	2012-08-30				N	
AN0083	taf30	ANIA_00083|ANID_00083	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4664846	4666244	W	ASPL0000055489		Transcription initiation factor subunit; protein expressed at decreased levels in a hapX mutant versus wild-type	2009-03-03	2009-03-03				N	TAF14
AN0084		ANIA_00084|ANID_00084	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4663070	4664040	W	ASPL0000058693		Ortholog(s) have GTPase activator activity, Ran GTPase binding activity	2009-03-03	2009-03-03				N	YRB1
AN0085		ANIA_00085|ANID_00085	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4659998	4662526	W	ASPL0000061849		Ortholog of A. fumigatus Af293 : Afu5g12170, A. niger CBS 513.88 : An18g02150, A. oryzae RIB40 : AO090120000334, Aspergillus wentii : Aspwe1_0026669 and Aspergillus sydowii : Aspsy1_0040526	2009-03-03	2012-08-30				N	
AN0086		ANIA_00086|ANID_00086	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4656952	4658665	W	ASPL0000053532		Has domain(s) with predicted mannosyltransferase activity, role in protein glycosylation and membrane localization	2009-03-03	2009-03-03				N	KTR5
AN0087		ANIA_00087|ANID_00087	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4654299	4653023	C	ASPL0000056601		Ortholog(s) have cytoplasm, plasma membrane localization	2009-03-03	2009-03-03				N	
AN0088		ANIA_00088|ANID_00088	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4650697	4652418	W	ASPL0000059744		Has domain(s) with predicted integral component of membrane localization	2009-03-03	2009-03-03				N	YML018C
AN0089	rabS	avaA|ANIA_00089|ANID_00089|srgF	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4649191	4650081	W	ASPL0000062908		Putative small GTPase involved in endosomal maturation and vacuolar biogenesis	2009-03-03	2009-03-03				N	YPT7
AN0090		ANIA_00090|ANID_00090	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4648819	4648080	C	ASPL0000058140		Ortholog of A. fumigatus Af293 : Afu5g12120, A. niger CBS 513.88 : An18g02220/atg16, Aspergillus wentii : Aspwe1_0170744, Aspergillus sydowii : Aspsy1_0040537 and Aspergillus terreus NIH2624 : ATET_02061	2009-03-03	2009-03-03				N	
AN0091		ANIA_00091|ANID_00091	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4646138	4647700	W	ASPL0000061292		Ortholog(s) have histone methyltransferase activity (H3-K79 specific), nucleosomal histone binding activity	2009-03-03	2009-03-03				N	DOT1
AN0092		ANIA_00092|ANID_00092	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4643455	4645730	W	ASPL0000053007		Putative methyltransferase with a predicted role in histidine metabolism	2009-03-03	2012-08-30				N	
AN0093		ANIA_00093|ANID_00093	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4642758	4640119	C	ASPL0000056000		Ortholog of A. fumigatus Af293 : Afu5g12090, A. niger CBS 513.88 : An18g02240, A. oryzae RIB40 : AO090120000325, Aspergillus wentii : Aspwe1_0445637 and Aspergillus terreus NIH2624 : ATET_02066	2009-03-03	2010-05-24				N	
AN0094		ANIA_00094|ANID_00094	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4637290	4639781	W	ASPL0000059218		Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization	2009-03-03	2013-01-24				N	
AN0095		ANIA_00095|ANID_00095	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4632841	4634499	W	ASPL0000062413		Has domain(s) with predicted calcium ion binding activity	2009-03-03	2009-03-03				N	
AN0096		ANIA_00096|ANID_00096	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4632093	4628640	C	ASPL0000054038		Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, nucleic acid binding, zinc ion binding activity	2009-03-03	2010-05-24				N	
AN0097		ANIA_00097|ANID_00097	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4628267	4624943	C	ASPL0000057134		Ortholog(s) have role in DNA recombination, double-strand break repair via nonhomologous end joining and DNA ligase IV complex, nuclear chromatin, nucleolus localization	2009-03-03	2012-08-30				N	
AN0098	nirA	ANIA_00098|ANID_00098|am2|nir|niiB|ni51	ORF|Verified	ChrVIII_A_nidulans_FGSC_A4	4620136	4617254	C	ASPL0000060327		Putative Gal4-type zinc finger protein that regulates expression of genes involved in nitrate assimilation	2009-03-03	2009-03-03				N	
AN0099		ANIA_00099|ANID_00099	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4615838	4616800	W	ASPL0000052122		Protein of unknown function	2009-03-03	2009-03-03				N	
AN0100		ANIA_00100|ANID_00100	ORF|Uncharacterized	ChrVIII_A_nidulans_FGSC_A4	4615108	4613962	C	ASPL0000059778		Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups activity and role in oxidation-reduction process	2009-03-03	2009-03-03				N	
